1100, 2762392, 660000
1200, 3019904, 720000
1300, 3271431, 780000
1400, 3517857, 840000
1500, 3773771, 900000
1600, 4008863, 960000
1700, 4276726, 1020000
1800, 4514781, 1080000
1900, 4784620, 1140000
2000, 5021210, 1200000
100, 290839, 70000
200, 604798, 140000
300, 884161, 210000
400, 1181589, 280000
500, 1460917, 350000
600, 1759443, 420000
700, 2062610, 490000
800, 2351263, 560000
900, 2641282, 630000
1000, 2930799, 700000
1100, 3228871, 770000
1200, 3528599, 840000
1300, 3817747, 910000
1400, 4106263, 980000
1500, 4405285, 1050000
1600, 4708857, 1120000
1700, 5001844, 1190000
1800, 5541183, 1260000
1900, 6977721, 1330000
2000, 5889538, 1400000
100, 337375, 80000
200, 671141, 160000
300, 1009844, 240000
400, 1342931, 320000
500, 1682634, 400000
600, 2008319, 480000
700, 2353740, 560000
800, 2681676, 640000
900, 3021100, 720000
1000, 3350915, 800000
1100, 3696503, 880000
1200, 4019326, 960000
1300, 4387466, 1040000
1400, 4697870, 1120000
1500, 5027703, 1200000
1600, 5355164, 1280000
1700, 5704815, 1360000
1800, 6032069, 1440000
1900, 6365459, 1520000
2000, 6693989, 1600000
100, 381204, 90000
200, 751012, 180000
300, 1129203, 270000
400, 1508351, 360000
500, 1884806, 450000
600, 2266258, 540000
700, 2641044, 630000
800, 3010608, 720000
900, 3397999, 810000
1000, 3770185, 900000
1100, 4151532, 990000
1200, 4532139, 1080000
1300, 4899887, 1170000
1400, 5272291, 1260000
1500, 5653807, 1350000
1600, 6031852, 1440000
1700, 6403275, 1530000
1800, 6785332, 1620000
1900, 7155065, 1710000
2000, 7530145, 1800000
100, 411347, 100000
200, 840029, 200000
300, 1259928, 300000
400, 1680668, 400000
500, 2102550, 500000
600, 2512383, 600000
700, 2931052, 700000
800, 3370997, 800000
900, 3764436, 900000
1000, 4197518, 1000000
1100, 4612443, 1100000
1200, 5023580, 1200000
1300, 5463039, 1300000
1400, 5873076, 1400000
1500, 6460287, 1500000
1600, 6746216, 1600000
1700, 7131939, 1700000
1800, 7566325, 1800000
1900, 7977716, 1900000
2000, 8389206, 2000000
100, 466193, 110000
200, 919219, 220000
300, 1391448, 330000
400, 1857061, 440000
500, 2321821, 550000
600, 2779901, 660000
700, 3238970, 770000
800, 3681970, 880000
900, 4148184, 990000
1000, 4618684, 1100000
1100, 5097285, 1210000
1200, 5545768, 1320000
1300, 6002693, 1430000
1400, 6467000, 1540000
1500, 6937951, 1650000
1600, 7386014, 1760000
1700, 7845352, 1870000
1800, 8310774, 1980000
1900, 8767877, 2090000
2000, 9233987, 2200000
100, 501553, 120000
200, 1022412, 240000
300, 1505992, 360000
400, 2017460, 480000
500, 2515424, 600000
600, 3098730, 720000
700, 3520898, 840000
800, 4024030, 960000
900, 4525648, 1080000
1000, 5031487, 1200000
1100, 5529746, 1320000
1200, 6069885, 1440000
1300, 6542664, 1560000
1400, 7104884, 1680000
1500, 7574766, 1800000
1600, 8058132, 1920000
1700, 8631306, 2040000
1800, 9084032, 2160000
1900, 9627423, 2280000
2000, 10057710, 2400000
100, 581148, 130000
200, 1191932, 260000
300, 1693861, 390000
400, 2325131, 520000
500, 2829633, 650000
600, 3592902, 780000
700, 3889289, 910000
800, 4445529, 1040000
900, 4988242, 1170000
1000, 5530003, 1300000
1100, 6154626, 1430000
1200, 6646567, 1560000
1300, 7271052, 1690000
1400, 7759656, 1820000
1500, 8339514, 1950000
1600, 8951614, 2080000
1700, 9480483, 2210000
1800, 10071404, 2340000
1900, 10539145, 2470000
2000, 11081177, 2600000
100, 590838, 140000
200, 1198925, 280000
300, 1792222, 420000
400, 2415844, 560000
500, 2981480, 700000
600, 3609565, 840000
700, 4291017, 980000
800, 4875822, 1120000
900, 5428238, 1260000
1000, 6025806, 1400000
1100, 6563985, 1540000
1200, 7240365, 1680000
1300, 7740693, 1820000
1400, 8437570, 1960000
1500, 9045316, 2100000
1600, 9634696, 2240000
1700, 10253774, 2380000
1800, 10849697, 2520000
1900, 11341071, 2660000
2000, 12054833, 2800000
100, 644257, 150000
200, 1278154, 300000
300, 1936774, 450000
400, 2554223, 600000
500, 3245375, 750000
600, 3880393, 900000
700, 4485723, 1050000
800, 5166035, 1200000
900, 5798032, 1350000
1000, 6395649, 1500000
1100, 7092571, 1650000
1200, 7676787, 1800000
1300, 8460586, 1950000
1400, 9033560, 2100000
1500, 9676435, 2250000
1600, 10333300, 2400000
1700, 10881739, 2550000
1800, 11625681, 2700000
1900, 12274469, 2850000
2000, 12913644, 3000000
100, 691218, 160000
200, 1359939, 320000
300, 2065409, 480000
400, 2750986, 640000
500, 3480752, 800000
600, 4159190, 960000
700, 4860335, 1120000
800, 5553837, 1280000
900, 6229619, 1440000
1000, 6866487, 1600000
1100, 7629519, 1760000
1200, 8254219, 1920000
1300, 8932231, 2080000
1400, 9636393, 2240000
1500, 10317561, 2400000
1600, 11085183, 2560000
1700, 11809166, 2720000
1800, 12388487, 2880000
1900, 13307670, 3040000
2000, 13873767, 3200000
100, 745668, 170000
200, 1462143, 340000
300, 2221154, 510000
400, 2929078, 680000
500, 3642820, 850000
600, 4404993, 1020000
700, 5155772, 1190000
800, 5859573, 1360000
900, 6589612, 1530000
1000, 7396833, 1700000
1100, 8108267, 1870000
1200, 8761827, 2040000
1300, 9642767, 2210000
1400, 10155942, 2380000
1500, 10958131, 2550000
1600, 11667805, 2720000
1700, 12544740, 2890000
1800, 13140901, 3060000
1900, 13977217, 3230000
2000, 14750899, 3400000
100, 779296, 180000
200, 1551005, 360000
300, 2299330, 540000
400, 3057232, 720000
500, 3875412, 900000
600, 4878719, 1080000
700, 5376266, 1260000
800, 6106160, 1440000
900, 6880468, 1620000
1000, 7613171, 1800000
1100, 8381443, 1980000
1200, 9181147, 2160000
1300, 9929921, 2340000
1400, 10663605, 2520000
1500, 11481669, 2700000
1600, 12207386, 2880000
1700, 12977407, 3060000
1800, 13715848, 3240000
1900, 14809205, 3420000
2000, 15295355, 3600000
100, 803314, 190000
200, 1613195, 380000
300, 2414031, 570000
400, 3220346, 760000
500, 4035129, 950000
600, 4841608, 1140000
700, 5626907, 1330000
800, 6458075, 1520000
900, 7270563, 1710000
1000, 8055559, 1900000
1100, 8899499, 2090000
1200, 9652225, 2280000
1300, 10483269, 2470000
1400, 11301440, 2660000
1500, 12074778, 2850000
1600, 12883172, 3040000
1700, 13695704, 3230000
1800, 14491557, 3420000
1900, 15363155, 3610000
2000, 16113500, 3800000
100, 843572, 200000
200, 1694706, 400000
300, 2543363, 600000
400, 3383585, 800000
500, 4246543, 1000000
600, 5072530, 1200000
700, 5965800, 1400000
800, 6818342, 1600000
900, 7652067, 1800000
1000, 8474177, 2000000
1100, 9317884, 2200000
1200, 10176771, 2400000
1300, 11034686, 2600000
1400, 11872350, 2800000
1500, 12712743, 3000000
1600, 13552646, 3200000
1700, 14418418, 3400000
1800, 15418095, 3600000
1900, 16130721, 3800000
2000, 16958278, 4000000

