, 0, 0
remove_end, 800, 0
remove_end, 800, 0
remove_on_index, 1100, 0
remove_on_index, 1100, 0
add_end, 3200, 1
add_end, 2800, 2
set_=, 29200, 2
set_=, 27600, 2
getIndexOf, 1100, 2
add_begin, 17600, 3
set_[], 700, 3
remove_end, 29900, 2
add_end, 2500, 3
add_on_index, 27900, 4
set_[], 1000, 4
set_[], 1000, 4
set_=, 34400, 4
getIndexOf, 2300, 4
set_[], 800, 4
remove_on_index, 22400, 3
set_=, 39200, 3
remove_end, 37800, 2
getIndexOf, 2000, 2
remove_begin, 26300, 1
set_=, 38300, 1
add_begin, 26200, 2
remove_begin, 27200, 1
getIndexOf, 1800, 1
set_=, 38100, 1
set_[], 1000, 1
set_[], 1300, 1
set_[], 1000, 1
getIndexOf, 1700, 1
set_=, 39200, 1
getIndexOf, 2300, 1
add_begin, 26800, 2
getIndexOf, 1800, 2
set_=, 36100, 2
set_=, 36600, 2
remove_end, 35900, 1
set_=, 36200, 1
set_=, 31500, 1
set_=, 35100, 1
getIndexOf, 1400, 1
remove_end, 19400, 0
remove_end, 19400, 0
remove_end, 19400, 0
remove_begin, 1200, 0
remove_begin, 1200, 0
remove_begin, 1200, 0
remove_begin, 1200, 0
remove_begin, 1200, 0
remove_begin, 1200, 0
add_on_index, 24300, 1
set_=, 33800, 1
set_[], 800, 1
add_end, 4100, 2
set_=, 32400, 2
set_=, 33600, 2
set_[], 900, 2
set_[], 900, 2
set_[], 700, 2
set_[], 700, 2
add_end, 5100, 3
set_=, 32500, 3
getIndexOf, 1700, 3
set_[], 800, 3
add_begin, 22900, 4
add_on_index, 22600, 5
set_[], 800, 5
set_[], 800, 5
getIndexOf, 2400, 5
remove_on_index, 32000, 4
set_[], 800, 4
set_[], 700, 4
getIndexOf, 1400, 4
remove_begin, 19100, 3
set_=, 30200, 3
add_begin, 18800, 4
getIndexOf, 1500, 4
set_[], 700, 4
add_end, 3000, 5
set_[], 700, 5
set_[], 500, 5
set_=, 30900, 5
set_[], 700, 5
remove_end, 32100, 4
add_begin, 21000, 5
remove_end, 31200, 4
add_on_index, 20000, 5
set_=, 32500, 5
remove_end, 32100, 4
getIndexOf, 1500, 4
set_[], 700, 4
set_=, 29300, 4
remove_end, 29700, 3
add_on_index, 19700, 4
set_[], 600, 4
set_=, 28200, 4
set_[], 600, 4
set_=, 28600, 4
add_end, 3400, 5
add_begin, 23700, 6
getIndexOf, 1600, 6
set_=, 28300, 6
set_=, 28400, 6
set_=, 29100, 6
set_=, 28600, 6
set_=, 27400, 6
remove_begin, 20200, 5
remove_on_index, 30900, 4
remove_end, 30000, 3
getIndexOf, 1200, 3
getIndexOf, 1100, 3
set_=, 28900, 3
getIndexOf, 1200, 3
add_begin, 17800, 4
add_begin, 18300, 5
set_[], 900, 5
add_on_index, 19300, 6
set_=, 29400, 6
getIndexOf, 1800, 6
add_begin, 18500, 7
set_[], 700, 7
set_=, 28700, 7
remove_begin, 17200, 6
remove_end, 28800, 5
remove_end, 30000, 4
getIndexOf, 1400, 4
set_[], 600, 4
remove_on_index, 29500, 3
remove_end, 29600, 2
set_=, 27700, 2
add_end, 4000, 3
remove_end, 31800, 2
set_[], 700, 2
set_=, 27500, 2
getIndexOf, 1100, 2
set_=, 29100, 2
add_on_index, 18500, 3
add_on_index, 17200, 4
set_=, 27800, 4
set_[], 500, 4
remove_on_index, 31400, 3
set_[], 900, 3
add_end, 2700, 4
add_on_index, 19000, 5
set_=, 28000, 5
remove_begin, 17100, 4
remove_begin, 17400, 3
remove_on_index, 29400, 2
getIndexOf, 1200, 2
set_=, 28500, 2
set_[], 500, 2
set_[], 500, 2
set_=, 27900, 2
add_on_index, 17100, 3
add_on_index, 17100, 4
set_[], 500, 4
set_=, 31900, 4
set_=, 30200, 4
set_=, 28900, 4
set_[], 900, 4
remove_begin, 18900, 3
getIndexOf, 1700, 3
add_begin, 19400, 4
set_[], 1100, 4
set_[], 900, 4
remove_begin, 34100, 3
set_[], 800, 3
set_[], 900, 3
remove_end, 37200, 2
set_=, 35100, 2
remove_on_index, 37400, 1
getIndexOf, 1400, 1
remove_on_index, 23000, 0
remove_on_index, 23000, 0
remove_end, 1400, 0
remove_end, 1400, 0
remove_end, 1400, 0
remove_end, 1400, 0
remove_on_index, 1100, 0
remove_begin, 1000, 0
remove_begin, 1000, 0
remove_on_index, 1100, 0
remove_on_index, 1100, 0
remove_on_index, 1100, 0
remove_on_index, 1100, 0
add_begin, 23500, 1
add_begin, 20600, 2
getIndexOf, 1700, 2
set_[], 700, 2
add_on_index, 29000, 3
set_[], 700, 3
remove_on_index, 22600, 2
getIndexOf, 1400, 2
set_[], 800, 2
add_begin, 22400, 3
getIndexOf, 1700, 3
set_=, 30400, 3
remove_begin, 19900, 2
getIndexOf, 1400, 2
remove_end, 34900, 1
set_=, 29400, 1
remove_on_index, 19300, 0
remove_on_index, 19300, 0
remove_on_index, 19300, 0
remove_on_index, 19300, 0
remove_begin, 1000, 0
remove_begin, 1000, 0
remove_begin, 1000, 0
add_begin, 19100, 1
add_end, 2200, 2
remove_begin, 18800, 1
add_begin, 17400, 2
remove_end, 30900, 1
remove_end, 17000, 0
remove_end, 17000, 0
remove_end, 17000, 0
remove_end, 17000, 0
remove_end, 17000, 0
remove_end, 17000, 0
remove_end, 17000, 0
remove_end, 17000, 0
remove_begin, 1100, 0
remove_begin, 1100, 0
remove_begin, 1100, 0
add_end, 3500, 1
remove_begin, 19700, 0
remove_begin, 19700, 0
remove_begin, 19700, 0
remove_begin, 19700, 0
add_on_index, 20400, 1
set_=, 29800, 1
remove_on_index, 19200, 0
remove_on_index, 19200, 0
remove_on_index, 19200, 0
remove_end, 900, 0
remove_end, 900, 0
add_on_index, 20300, 1
set_=, 29400, 1
remove_end, 18200, 0
remove_end, 18200, 0
remove_end, 18200, 0
remove_end, 18200, 0
remove_end, 18200, 0
remove_end, 900, 0
add_end, 2700, 1
remove_end, 18100, 0
remove_on_index, 900, 0
add_on_index, 19000, 1
set_[], 700, 1
getIndexOf, 1200, 1
remove_end, 27200, 0
remove_end, 27200, 0
remove_end, 27200, 0
remove_end, 27200, 0
remove_end, 27200, 0
remove_end, 27200, 0
add_begin, 25700, 1
set_[], 900, 1
add_begin, 23900, 2
add_end, 3900, 3
add_on_index, 23400, 4
remove_begin, 23000, 3
add_begin, 20900, 4
add_on_index, 21700, 5
set_[], 900, 5
set_[], 800, 5
remove_on_index, 33900, 4
add_begin, 30700, 5
getIndexOf, 2200, 5
add_end, 4400, 6
set_[], 700, 6
add_on_index, 22400, 7
set_[], 700, 7
set_=, 32600, 7
add_end, 3600, 8
set_[], 1100, 8
remove_end, 34700, 7
add_begin, 23100, 8
set_[], 900, 8
set_[], 800, 8
getIndexOf, 2600, 8
remove_begin, 23900, 7
getIndexOf, 3600, 7
set_[], 900, 7
remove_on_index, 37300, 6
set_[], 900, 6
set_=, 31900, 6
set_=, 29400, 6
set_=, 28700, 6
set_[], 600, 6
getIndexOf, 2000, 6
add_end, 3700, 7
add_begin, 20800, 8
set_=, 31200, 8
add_on_index, 18700, 9
set_[], 500, 9
add_on_index, 19300, 10
set_[], 600, 10
set_[], 600, 10
set_[], 700, 10
set_=, 29500, 10
getIndexOf, 2300, 10
remove_begin, 18400, 9
getIndexOf, 1700, 9
remove_end, 29600, 8
getIndexOf, 1700, 8
remove_end, 30300, 7
add_end, 2500, 8
getIndexOf, 1600, 8
set_[], 500, 8
set_=, 28900, 8
set_=, 27900, 8
remove_begin, 16900, 7
remove_begin, 23700, 6
set_[], 700, 6
remove_end, 30600, 5
set_=, 28400, 5
set_[], 600, 5
set_[], 700, 5
set_[], 600, 5
set_[], 500, 5
remove_on_index, 31300, 4
getIndexOf, 1700, 4
set_=, 28600, 4
add_end, 2800, 5
getIndexOf, 1600, 5
set_=, 28200, 5
add_end, 2700, 6
set_=, 29800, 6
remove_on_index, 30400, 5
set_=, 28100, 5
set_[], 700, 5
add_on_index, 18000, 6
add_begin, 17000, 7
set_[], 600, 7
getIndexOf, 1600, 7
set_=, 27800, 7
set_=, 27500, 7
set_[], 900, 7
set_=, 30500, 7
add_end, 4200, 8
set_=, 30100, 8
remove_end, 30600, 7
set_[], 600, 7
add_end, 3000, 8
getIndexOf, 2200, 8
remove_begin, 17600, 7
set_=, 27800, 7
set_[], 700, 7
set_[], 500, 7
set_=, 28300, 7
remove_begin, 23000, 6
getIndexOf, 1600, 6
set_=, 28700, 6
getIndexOf, 1400, 6
remove_on_index, 29100, 5
add_end, 2400, 6
set_[], 500, 6
set_=, 29900, 6
add_begin, 22700, 7
set_=, 29000, 7
set_=, 29200, 7
set_[], 600, 7
set_[], 500, 7
add_end, 2800, 8
remove_on_index, 29700, 7
remove_begin, 17900, 6
add_begin, 17800, 7
set_=, 30000, 7
set_[], 600, 7
add_begin, 19100, 8
set_=, 39400, 8
set_=, 38500, 8
remove_begin, 25100, 7
remove_on_index, 38500, 6
set_[], 800, 6
getIndexOf, 1800, 6
getIndexOf, 1700, 6
getIndexOf, 1500, 6
add_end, 2800, 7
remove_end, 30700, 6
add_end, 2200, 7
set_=, 29400, 7
getIndexOf, 1900, 7
remove_on_index, 29800, 6
set_=, 27800, 6
remove_on_index, 17100, 5
getIndexOf, 1300, 5
set_=, 27500, 5
set_=, 27600, 5
getIndexOf, 1400, 5
set_[], 500, 5
add_on_index, 19300, 6
getIndexOf, 1500, 6
set_[], 500, 6
set_[], 500, 6
set_=, 29700, 6
set_=, 31200, 6
set_[], 600, 6
set_=, 28300, 6
set_[], 700, 6
add_end, 2900, 7
add_on_index, 20300, 8
remove_on_index, 30400, 7
add_on_index, 19300, 8
set_[], 900, 8
add_end, 2500, 9
set_=, 28500, 9
remove_end, 30500, 8
remove_on_index, 30700, 7
set_=, 27900, 7
set_=, 28000, 7
set_=, 28900, 7
set_=, 27500, 7
add_end, 2500, 8
remove_end, 28900, 7
add_begin, 18200, 8
set_[], 500, 8
remove_end, 30100, 7
getIndexOf, 1900, 7
set_[], 500, 7
remove_on_index, 17500, 6
set_=, 27700, 6
set_[], 500, 6
add_on_index, 21800, 7
set_[], 600, 7
set_[], 700, 7
add_end, 3000, 8
set_[], 600, 8
set_=, 29100, 8
getIndexOf, 2200, 8
set_[], 700, 8
getIndexOf, 1900, 8
set_=, 29500, 8
set_=, 34200, 8
set_[], 700, 8
set_[], 700, 8
set_=, 38700, 8
getIndexOf, 2000, 8
getIndexOf, 1500, 8
set_[], 500, 8
remove_begin, 18300, 7
set_[], 500, 7
set_[], 500, 7
set_[], 600, 7
getIndexOf, 1900, 7
getIndexOf, 1500, 7
set_[], 500, 7
remove_end, 31200, 6
set_[], 500, 6
add_end, 2900, 7
set_=, 30500, 7
set_=, 28300, 7
set_=, 32000, 7
set_[], 2200, 7
set_[], 700, 7
set_=, 30100, 7
set_=, 29200, 7
add_on_index, 18200, 8
remove_begin, 17900, 7
add_begin, 17700, 8
getIndexOf, 1900, 8
set_=, 28900, 8
set_[], 700, 8
getIndexOf, 1700, 8
add_end, 2500, 9
add_on_index, 19400, 10
set_=, 27600, 10
set_[], 700, 10
set_=, 30200, 10
remove_begin, 19600, 9
set_[], 600, 9
set_=, 37900, 9
set_=, 29800, 9
set_[], 700, 9
getIndexOf, 2600, 9
add_end, 2900, 10
getIndexOf, 2100, 10
getIndexOf, 1900, 10
getIndexOf, 2000, 10
set_[], 600, 10
add_begin, 41500, 11
remove_begin, 18500, 10
remove_on_index, 29700, 9
remove_begin, 17000, 8
remove_on_index, 30000, 7
add_end, 2800, 8
remove_end, 30500, 7
remove_begin, 18000, 6
remove_begin, 17000, 5
set_[], 500, 5
set_[], 500, 5
add_on_index, 17600, 6
add_end, 2200, 7
set_[], 600, 7
set_=, 28800, 7
getIndexOf, 1700, 7
getIndexOf, 1400, 7
set_=, 34200, 7
add_on_index, 18600, 8
set_=, 29400, 8
add_begin, 17200, 9
remove_begin, 17600, 8
set_[], 500, 8
add_on_index, 18600, 9
getIndexOf, 3600, 9
getIndexOf, 1200, 9
getIndexOf, 2600, 9
remove_end, 32400, 8
add_on_index, 18200, 9
remove_end, 33800, 8
add_on_index, 20000, 9
set_=, 29600, 9
set_=, 29300, 9
set_=, 29100, 9
set_[], 700, 9
set_=, 28000, 9
remove_end, 28500, 8
add_end, 2700, 9
add_begin, 17300, 10
set_=, 29800, 10
set_=, 28100, 10
set_=, 331800, 10
add_end, 3400, 11
remove_begin, 19600, 10
set_=, 29600, 10
set_=, 28700, 10
set_[], 900, 10
set_[], 800, 10
add_on_index, 22800, 11
remove_on_index, 33900, 10
remove_end, 34700, 9
set_=, 32300, 9
getIndexOf, 2700, 9
set_[], 800, 9
set_=, 32300, 9
set_=, 31800, 9
add_on_index, 27600, 10
remove_on_index, 40000, 9
add_begin, 21500, 10
set_[], 800, 10
add_begin, 18500, 11
set_[], 800, 11
set_[], 700, 11
set_=, 30100, 11
add_on_index, 20500, 12
set_=, 30100, 12
set_=, 29500, 12
set_[], 800, 12
getIndexOf, 2700, 12
set_=, 30500, 12
add_begin, 18500, 13
add_end, 3300, 14
set_=, 31400, 14
set_=, 29200, 14
remove_begin, 18200, 13
getIndexOf, 2900, 13
remove_end, 31500, 12
set_[], 800, 12
set_[], 600, 12
remove_begin, 18200, 11
getIndexOf, 2400, 11
set_=, 29700, 11
set_[], 600, 11
set_[], 600, 11
add_end, 3700, 12
set_=, 28300, 12
add_end, 2300, 13
add_end, 2600, 14
set_=, 28600, 14
set_[], 600, 14
set_[], 600, 14
set_=, 31000, 14
set_[], 1800, 14
add_on_index, 18100, 15
set_[], 500, 15
getIndexOf, 3100, 15
set_=, 33300, 15
set_=, 29300, 15
add_on_index, 19500, 16
add_on_index, 18800, 17
add_on_index, 20000, 18
set_=, 29500, 18
set_[], 700, 18
remove_end, 29600, 17
remove_end, 31000, 16
set_=, 28500, 16
set_=, 28500, 16
getIndexOf, 3500, 16
set_[], 700, 16
add_end, 2600, 17
set_=, 29000, 17
getIndexOf, 3700, 17
set_[], 600, 17
add_begin, 19800, 18
getIndexOf, 2600, 18
set_[], 500, 18
set_=, 28500, 18
set_[], 700, 18
add_end, 2400, 19
remove_end, 32400, 18
getIndexOf, 3200, 18
getIndexOf, 2400, 18
add_begin, 18200, 19
set_=, 30100, 19
set_[], 600, 19
set_[], 600, 19
set_[], 600, 19
getIndexOf, 3200, 19
remove_on_index, 30700, 18
remove_on_index, 34900, 17
remove_end, 32300, 16
remove_end, 30800, 15
set_[], 600, 15
set_[], 500, 15
remove_end, 29600, 14
set_[], 600, 14
getIndexOf, 2400, 14
set_[], 1200, 14
set_[], 700, 14
set_[], 600, 14
set_[], 1000, 14
add_begin, 21100, 15
set_=, 31300, 15
remove_on_index, 31800, 14
add_on_index, 30000, 15
getIndexOf, 3700, 15
remove_on_index, 23400, 14
getIndexOf, 3000, 14
set_[], 1000, 14
getIndexOf, 3600, 14
getIndexOf, 2600, 14
remove_end, 35000, 13
set_[], 700, 13
add_begin, 24100, 14
set_[], 900, 14
set_[], 900, 14
getIndexOf, 3300, 14
remove_end, 35700, 13
set_[], 800, 13
add_begin, 19500, 14
set_[], 700, 14
set_=, 28900, 14
remove_end, 38600, 13
set_=, 33300, 13
getIndexOf, 2800, 13
add_on_index, 194700, 14
add_on_index, 24800, 15
remove_on_index, 35500, 14
set_=, 28800, 14
getIndexOf, 2800, 14
getIndexOf, 2500, 14
remove_end, 31200, 13
remove_on_index, 30000, 12
set_[], 800, 12
set_=, 30000, 12
getIndexOf, 2600, 12
add_end, 2900, 13
remove_end, 30500, 12
set_[], 600, 12
add_end, 2800, 13
set_=, 29500, 13
set_=, 29100, 13
set_=, 30000, 13
add_end, 3000, 14
getIndexOf, 2900, 14
set_[], 700, 14
remove_end, 31500, 13
remove_begin, 23000, 12
add_end, 3700, 13
remove_begin, 21300, 12
set_=, 29000, 12
add_begin, 17800, 13
getIndexOf, 2400, 13
set_=, 29200, 13
set_=, 28800, 13
add_begin, 27800, 14
remove_begin, 19500, 13
remove_end, 29700, 12
set_=, 33800, 12
getIndexOf, 2600, 12
add_begin, 17500, 13
set_=, 29800, 13
getIndexOf, 2800, 13
add_begin, 18900, 14
remove_on_index, 30600, 13
add_end, 3700, 14
getIndexOf, 2800, 14
add_on_index, 19400, 15
remove_begin, 18700, 14
getIndexOf, 3000, 14
set_[], 600, 14
set_=, 29400, 14
getIndexOf, 2500, 14
getIndexOf, 2700, 14
remove_on_index, 31700, 13
getIndexOf, 2600, 13
remove_end, 30700, 12
add_on_index, 18200, 13
getIndexOf, 1300, 13
set_=, 28400, 13
set_=, 28800, 13
add_begin, 17700, 14
remove_end, 32000, 13
set_=, 32900, 13
remove_on_index, 34200, 12
remove_end, 38700, 11
remove_begin, 33700, 10
set_=, 34300, 10
getIndexOf, 3000, 10
remove_end, 37100, 9
set_=, 37800, 9
set_=, 35400, 9
add_end, 5800, 10
set_=, 44100, 10
getIndexOf, 2700, 10
set_=, 34800, 10
set_=, 33800, 10
remove_begin, 23300, 9
set_=, 34200, 9
remove_end, 33700, 8
remove_begin, 19900, 7
remove_begin, 20100, 6
remove_end, 34100, 5
add_on_index, 22100, 6
add_on_index, 22500, 7
set_=, 31600, 7
set_[], 800, 7
set_[], 800, 7
add_end, 4300, 8
getIndexOf, 2100, 8
set_[], 600, 8
set_[], 600, 8
set_[], 500, 8
remove_on_index, 31300, 7
remove_on_index, 31700, 6
set_[], 700, 6
add_begin, 18400, 7
set_[], 800, 7
set_[], 800, 7
set_=, 31300, 7
set_[], 700, 7
set_=, 31700, 7
add_on_index, 18700, 8
getIndexOf, 2200, 8
add_begin, 20100, 9
getIndexOf, 1700, 9
set_[], 600, 9
set_[], 600, 9
set_=, 30800, 9
set_[], 600, 9
set_[], 600, 9
getIndexOf, 1800, 9
set_[], 700, 9
add_begin, 18900, 10
add_begin, 18500, 11
set_[], 600, 11
add_end, 3700, 12
set_[], 600, 12
remove_on_index, 33400, 11
set_=, 29800, 11
getIndexOf, 2200, 11
set_[], 900, 11
set_[], 1000, 11
set_[], 1000, 11
set_[], 800, 11
set_=, 38100, 11
set_[], 500, 11
add_on_index, 20400, 12
getIndexOf, 2500, 12
add_begin, 17900, 13
set_[], 600, 13
set_[], 600, 13
set_[], 500, 13
set_[], 700, 13
set_[], 700, 13
remove_end, 30800, 12
set_[], 600, 12
set_[], 600, 12
remove_begin, 18100, 11
remove_end, 29000, 10
add_begin, 17900, 11
add_begin, 17600, 12
set_=, 28400, 12
set_[], 600, 12
set_[], 500, 12
set_=, 29800, 12
set_=, 28700, 12
set_=, 29600, 12
set_[], 600, 12
add_on_index, 19400, 13
remove_begin, 17100, 12
remove_end, 38600, 11
add_end, 3100, 12
remove_begin, 18500, 11
set_=, 28200, 11
set_[], 500, 11
getIndexOf, 2500, 11
set_[], 500, 11
remove_end, 31300, 10
set_[], 600, 10
set_=, 34200, 10
set_[], 1000, 10
add_end, 6200, 11
set_=, 37800, 11
set_=, 37300, 11
remove_end, 37500, 10
set_[], 1000, 10
add_end, 4800, 11
add_begin, 23600, 12
set_=, 35300, 12
set_=, 32800, 12
add_begin, 21100, 13
set_[], 900, 13
remove_begin, 22100, 12
getIndexOf, 3200, 12
set_=, 32900, 12
set_=, 36600, 12
set_=, 33000, 12
set_=, 33400, 12
add_begin, 23200, 13
remove_end, 38300, 12
add_end, 4400, 13
add_end, 3900, 14
add_on_index, 26000, 15
set_[], 1200, 15
remove_end, 35200, 14
remove_begin, 23200, 13
set_[], 2200, 13
set_[], 1200, 13
add_begin, 23400, 14
remove_begin, 20300, 13
getIndexOf, 6200, 13
set_=, 33800, 13
getIndexOf, 2900, 13
remove_on_index, 32500, 12
set_=, 32300, 12
add_begin, 22500, 13
set_[], 800, 13
getIndexOf, 4400, 13
set_=, 32700, 13
set_=, 31100, 13
set_[], 800, 13
set_=, 39400, 13
set_[], 800, 13
set_=, 36300, 13
set_=, 30200, 13
add_begin, 19400, 14
remove_begin, 18300, 13
remove_on_index, 36500, 12
set_[], 600, 12
remove_end, 30400, 11
set_=, 31300, 11
set_=, 29500, 11
add_begin, 20400, 12
set_=, 36300, 12
getIndexOf, 2800, 12
set_[], 800, 12
set_[], 800, 12
remove_begin, 22200, 11
remove_end, 36500, 10
add_begin, 24800, 11
set_=, 35400, 11
set_[], 700, 11
set_=, 35900, 11
set_=, 34300, 11
set_=, 34700, 11
add_end, 4100, 12
remove_on_index, 37900, 11
set_=, 32800, 11
add_end, 3800, 12
add_begin, 24200, 13
set_=, 35100, 13
add_on_index, 25000, 14
add_on_index, 22700, 15
set_[], 1100, 15
add_on_index, 23100, 16
set_[], 800, 16
remove_end, 36400, 15
remove_end, 34800, 14
set_[], 900, 14
set_=, 34100, 14
add_on_index, 23500, 15
set_=, 31600, 15
set_=, 35100, 15
add_begin, 22000, 16
getIndexOf, 3100, 16
set_=, 35600, 16
getIndexOf, 3400, 16
getIndexOf, 2600, 16
add_end, 4300, 17
set_=, 34600, 17
set_=, 35200, 17
set_[], 1000, 17
remove_end, 37800, 16
add_begin, 23100, 17
set_[], 900, 17
remove_begin, 29500, 16
add_begin, 25100, 17
set_[], 900, 17
set_[], 800, 17
remove_begin, 23400, 16
remove_begin, 23500, 15
remove_begin, 25800, 14
set_=, 36600, 14
remove_begin, 22700, 13
set_=, 33500, 13
remove_begin, 26400, 12
set_[], 800, 12
add_begin, 20600, 13
getIndexOf, 2600, 13
add_begin, 20300, 14
set_=, 34300, 14
set_=, 34200, 14
getIndexOf, 3000, 14
set_[], 700, 14
set_=, 33500, 14
set_=, 31800, 14
remove_end, 33700, 13
remove_on_index, 17000, 12
add_begin, 17900, 13
add_on_index, 18600, 14
remove_on_index, 31900, 13
set_[], 900, 13
add_end, 4300, 14
set_[], 800, 14
set_[], 700, 14
set_=, 33500, 14
add_begin, 19600, 15
add_begin, 17600, 16
remove_begin, 19200, 15
set_[], 700, 15
set_=, 31800, 15
remove_begin, 19000, 14
set_=, 32200, 14
remove_on_index, 32600, 13
set_=, 32600, 13
set_=, 41400, 13
set_[], 900, 13
add_begin, 24800, 14
set_=, 34400, 14
getIndexOf, 3100, 14
set_[], 1000, 14
remove_begin, 18800, 13
remove_end, 32000, 12
set_[], 800, 12
set_=, 31700, 12
set_=, 30300, 12
add_on_index, 20400, 13
set_=, 34900, 13
add_end, 4300, 14
remove_on_index, 33100, 13
remove_begin, 17900, 12
set_=, 31400, 12
set_=, 32500, 12
add_on_index, 19200, 13
add_begin, 22500, 14
set_=, 37400, 14
set_[], 1000, 14
remove_on_index, 38700, 13
remove_begin, 22400, 12
set_=, 40700, 12
set_[], 1100, 12
remove_on_index, 42000, 11
getIndexOf, 2300, 11
getIndexOf, 2900, 11
add_begin, 22100, 12
set_=, 36300, 12
set_=, 36900, 12
add_end, 4500, 13
getIndexOf, 4500, 13
set_[], 1200, 13
set_=, 33100, 13
set_=, 39000, 13
add_on_index, 23900, 14
remove_begin, 17900, 13
set_[], 900, 13
remove_on_index, 18000, 12
getIndexOf, 2500, 12
set_[], 1200, 12
getIndexOf, 3500, 12
add_on_index, 18600, 13
remove_begin, 17700, 12
set_[], 500, 12
remove_on_index, 30600, 11
remove_end, 29000, 10
set_=, 28100, 10
set_[], 500, 10
set_[], 500, 10
set_=, 27300, 10
set_=, 28100, 10
add_end, 2400, 11
add_end, 3900, 12
getIndexOf, 2600, 12
set_[], 800, 12
set_=, 28600, 12
set_=, 30400, 12
set_=, 28300, 12
add_end, 3000, 13
remove_end, 28800, 12
add_on_index, 18800, 13
set_[], 700, 13
set_[], 500, 13
set_=, 30300, 13
getIndexOf, 2300, 13
set_=, 28200, 13
add_on_index, 16100, 14
set_=, 28700, 14
add_on_index, 17500, 15
set_=, 27800, 15
add_on_index, 16200, 16
remove_begin, 17200, 15
remove_begin, 15500, 14
set_[], 600, 14
set_[], 600, 14
set_=, 28100, 14
remove_begin, 15500, 13
remove_on_index, 30800, 12
remove_begin, 15500, 11
add_on_index, 16200, 12
add_on_index, 15100, 13
getIndexOf, 2600, 13
set_[], 500, 13
add_end, 2400, 14
getIndexOf, 2500, 14
add_end, 2900, 15
remove_begin, 17000, 14
add_end, 3600, 15
add_on_index, 17200, 16
remove_end, 29300, 15
add_end, 2300, 16
add_begin, 16400, 17
set_[], 500, 17
getIndexOf, 3400, 17
set_[], 600, 17
remove_begin, 16500, 16
remove_on_index, 28500, 15
remove_end, 28400, 14
set_[], 1900, 14
getIndexOf, 2900, 14
set_=, 37500, 14
set_=, 28700, 14
add_begin, 18700, 15
getIndexOf, 2800, 15
getIndexOf, 2200, 15
set_[], 500, 15
add_on_index, 16500, 16
remove_end, 29000, 15
set_=, 28100, 15
set_[], 600, 15
set_=, 28000, 15
set_=, 27600, 15
set_[], 500, 15
set_[], 500, 15
getIndexOf, 4300, 15
set_=, 27900, 15
add_on_index, 16900, 16
add_begin, 16600, 17
set_[], 500, 17
remove_on_index, 29100, 16
set_[], 800, 16
set_=, 32200, 16
getIndexOf, 3200, 16
remove_begin, 16000, 15
set_[], 500, 15
set_[], 500, 15
remove_begin, 16600, 14
set_[], 600, 14
set_=, 27700, 14
set_[], 700, 14
getIndexOf, 3000, 14
set_[], 600, 14
remove_end, 30500, 13
set_=, 29100, 13
add_end, 3900, 14
getIndexOf, 2700, 14
set_[], 800, 14
set_[], 600, 14
set_[], 600, 14
set_[], 500, 14
set_=, 29300, 14
set_=, 27800, 14
set_=, 27000, 14
set_=, 27000, 14
add_begin, 17600, 15
set_[], 600, 15
add_on_index, 17000, 16
add_on_index, 16000, 17
set_[], 700, 17
